Stock Name,Entry date,Entry price,Entry Amount,Quantity,Exit date,Exit price,Exit amount,PNL,ST/LT,Tax,Corpus available
ARE&M,01-Feb-01,16.16,49999.04,3094,01-Mar-01,20.27,62715.38,12716.34,ST,1646.39,1052388.86
EIHOTEL,01-Feb-01,24.62,49978.6,2030,01-Mar-01,24.63,49998.9,20.3,ST,2.63,1052388.86
AXISBANK,01-Feb-01,8.67,49999.89,5767,01-Mar-01,7.39,42618.13,-7381.76,ST,0.0,1052388.86
IDBI,01-Feb-01,31.53,49975.05,1585,01-Mar-01,30.6,48501.0,-1474.05,ST,0.0,1052388.86
TATAPOWER,01-Feb-01,11.31,50001.51,4421,01-Mar-01,14.42,63750.82,13749.31,ST,1780.13,1052388.86
ITC,01-Feb-01,18.79,50000.19,2661,01-Mar-01,15.96,42469.56,-7530.63,ST,0.0,1052388.86
UFLEX,01-Feb-01,34.15,49995.6,1464,01-Mar-01,36.25,53070.0,3074.4,ST,398.04,1052388.86
RAYMOND,01-Feb-01,128.05,49939.5,390,01-Mar-01,139.3,54327.0,4387.5,ST,568.05,1052388.86
HDFC,01-Feb-01,55.52,49968.0,900,01-Mar-01,59.85,53865.0,3897.0,ST,504.55,1052388.86
SCI,01-Feb-01,22.48,49995.52,2224,01-Mar-01,28.65,63717.6,13722.08,ST,1776.6,1052388.86
ASTRAZEN,01-Feb-01,91.84,49960.96,544,01-Mar-01,96.04,52245.76,2284.8,ST,295.81,1052388.86
SHRENUJ,01-Feb-01,5.58,50019.12,8964,01-Mar-01,5.2,46612.8,-3406.32,ST,0.0,1052388.86
ESABINDIA,01-Feb-01,63.3,50007.0,790,01-Mar-01,66.85,52811.5,2804.5,ST,363.1,1052388.86
HEG,01-Feb-01,6.21,50021.55,8055,01-Mar-01,6.01,48410.55,-1611.0,ST,0.0,1052388.86
MAHSEAMLES,01-Feb-01,7.01,50016.35,7135,01-Mar-01,5.01,35746.35,-14270.0,ST,0.0,1052388.86
JINDALSAW,01-Feb-01,16.37,50010.35,3055,01-Mar-01,21.72,66354.6,16344.25,ST,2116.1,1052388.86
PANACEABIO,01-Feb-01,41.73,49992.54,1198,01-Mar-01,58.57,70166.86,20174.32,ST,2611.98,1052388.86
GESHIP,01-Feb-01,21.55,50039.1,2322,01-Mar-01,22.54,52337.88,2298.78,ST,297.62,1052388.86
HINDZINC,01-Feb-01,2.2,50039.0,22745,01-Mar-01,2.45,55725.25,5686.25,ST,736.2,1052388.86
BPCL,02-May-01,16.66,52612.28,3158,01-Jun-01,15.94,50338.52,-2273.76,ST,0.0,1074247.55
EIHOTEL,02-May-01,26.03,52606.63,2021,01-Jun-01,27.79,56163.59,3556.96,ST,383.39,1074247.55
NATIONALUM,02-May-01,10.88,52615.68,4836,01-Jun-01,11.0,53196.0,580.32,ST,62.55,1074247.55
TATAPOWER,02-May-01,12.16,52616.32,4327,01-Jun-01,14.43,62438.61,9822.29,ST,1058.72,1074247.55
HINDPETRO,02-May-01,25.67,52597.83,2049,01-Jun-01,24.21,49606.29,-2991.54,ST,0.0,1074247.55
ITC,02-May-01,17.61,52618.68,2988,01-Jun-01,16.24,48525.12,-4093.56,ST,0.0,1074247.55
SUNPHARMA,02-May-01,13.73,52613.36,3832,01-Jun-01,14.9,57096.8,4483.44,ST,483.26,1074247.55
LICHSGFIN,02-May-01,6.91,52619.65,7615,01-Jun-01,7.95,60539.25,7919.6,ST,853.63,1074247.55
ABAN,02-May-01,6.88,52618.24,7648,01-Jun-01,7.33,56059.84,3441.6,ST,370.96,1074247.55
VSTIND,02-May-01,10.14,52616.46,5189,01-Jun-01,11.38,59050.82,6434.36,ST,693.54,1074247.55
SCI,02-May-01,26.61,52607.97,1977,01-Jun-01,28.11,55573.47,2965.5,ST,319.64,1074247.55
CORPBANK,02-May-01,24.18,52615.68,2176,01-Jun-01,26.92,58577.92,5962.24,ST,642.65,1074247.55
ASTRAZEN,02-May-01,75.0,52575.0,701,01-Jun-01,81.2,56921.2,4346.2,ST,468.47,1074247.55
ABIRLANUVO,02-May-01,81.81,52603.83,643,01-Jun-01,79.28,50977.04,-1626.79,ST,0.0,1074247.55
MAHSEAMLES,02-May-01,6.21,52635.96,8476,01-Jun-01,5.07,42973.32,-9662.64,ST,0.0,1074247.55
GESHIP,02-May-01,21.42,52628.94,2457,01-Jun-01,21.15,51965.55,-663.39,ST,0.0,1074247.55
COLPAL,02-May-01,88.73,52616.89,593,01-Jun-01,85.25,50553.25,-2063.64,ST,0.0,1074247.55
HINDZINC,02-May-01,2.03,52656.17,25939,01-Jun-01,2.06,53434.34,778.17,ST,83.88,1074247.55
CENTAKCHEM,02-May-01,193.0,52496.0,272,01-Jun-01,194.5,52904.0,408.0,ST,43.98,1074247.55
CASTROLIND,01-Nov-01,31.72,53701.96,1693,20-Nov-01,23.74,40191.82,-13510.14,ST,0.0,40214.83
HINDZINC,01-Nov-01,2.09,53710.91,25699,03-Dec-01,1.9,48828.1,-4882.81,ST,0.0,1.25
BANKINDIA,01-Nov-01,16.9,53708.2,3178,01-Jan-02,15.25,48464.5,-5243.7,ST,0.0,1020160.0
DRREDDY,01-Nov-01,108.22,53677.12,496,01-Jan-02,92.57,45914.72,-7762.4,ST,0.0,1020160.0
BPCL,01-Nov-01,14.43,53708.46,3722,01-Jan-02,16.02,59626.44,5917.98,ST,0.0,1020160.0
FINPIPE,01-Nov-01,5.3,53715.5,10135,01-Jan-02,5.94,60201.9,6486.4,ST,0.0,1020160.0
TATAPOWER,01-Nov-01,11.39,53715.24,4716,01-Jan-02,11.91,56167.56,2452.32,ST,0.0,1020160.0
LICHSGFIN,01-Nov-01,7.75,53715.25,6931,01-Jan-02,8.79,60923.49,7208.24,ST,0.0,1020160.0
KANSAINER,01-Nov-01,1.76,53715.2,30520,01-Jan-02,1.76,53715.2,0.0,ST,0.0,1020160.0
ABAN,01-Nov-01,7.4,53709.2,7258,01-Jan-02,7.62,55305.96,1596.76,ST,0.0,1020160.0
HDFC,01-Nov-01,70.03,53713.01,767,01-Jan-02,65.94,50575.98,-3137.03,ST,0.0,1020160.0
CORPBANK,01-Nov-01,25.2,53701.2,2131,01-Jan-02,25.42,54170.02,468.82,ST,0.0,1020160.0
VOLTAS,01-Nov-01,4.45,53715.95,12071,01-Jan-02,4.7,56733.7,3017.75,ST,0.0,1020160.0
HINDOILEXP,01-Nov-01,16.17,53716.74,3322,01-Jan-02,15.73,52255.06,-1461.68,ST,0.0,1020160.0
GARDENSILK,01-Nov-01,14.0,53718.0,3837,01-Jan-02,11.75,45084.75,-8633.25,ST,0.0,1020160.0
FOSECOIND,01-Nov-01,165.05,53641.25,325,01-Jan-02,90.3,29347.5,-24293.75,ST,0.0,1020160.0
MADURACOAT,01-Nov-01,19.75,53739.75,2721,01-Jan-02,21.5,58501.5,4761.75,ST,0.0,1020160.0
SPECIALSTL,01-Nov-01,26.5,53715.5,2027,01-Jan-02,25.45,51587.15,-2128.35,ST,0.0,1020160.0
VSTIND,05-Nov-01,13.7,53745.1,3923,01-Jan-02,14.55,57079.65,3334.55,ST,0.0,1020160.0
CENTENKA,05-Nov-01,61.0,53741.0,881,01-Jan-02,57.25,50437.25,-3303.75,ST,0.0,1020160.0
ASHOKLEY,03-Dec-01,4.24,44520.0,10500,01-Jan-02,3.47,36435.0,-8085.0,ST,0.0,1020160.0
DCW,03-Dec-01,1.68,44521.68,26501,01-Jan-02,1.42,37631.42,-6890.26,ST,0.0,1020160.0
GARDENSILK,01-Feb-02,13.75,50998.75,3709,01-Mar-02,13.35,49515.15,-1483.6,ST,0.0,1.78
MAHSCOOTER,01-Feb-02,43.35,50979.6,1176,01-Mar-02,38.05,44746.8,-6232.8,ST,0.0,1.78
VSTIND,01-Feb-02,13.92,51002.88,3664,04-Mar-02,14.35,52578.4,1575.52,ST,315.1,52265.08
SPECIALSTL,01-Feb-02,26.4,51004.8,1932,01-Apr-02,25.8,49845.6,-1159.2,ST,0.0,51552.16
FINPIPE,01-Feb-02,6.2,51007.4,8227,01-Apr-02,5.71,46976.17,-4031.23,ST,0.0,51552.16
BAJFINANCE,01-Feb-02,3.71,51008.79,13749,01-Apr-02,4.34,59670.66,8661.87,ST,481.11,51552.16
UCAL,01-Feb-02,36.88,51005.04,1383,01-Apr-02,36.53,50520.99,-484.05,ST,0.0,51552.16
GODAVRFERT,01-Feb-02,13.15,51008.85,3879,01-Apr-02,13.0,50427.0,-581.85,ST,0.0,51552.16
PUNANDLAMP,05-Feb-02,92.2,51078.8,554,30-Apr-02,96.2,53294.8,2216.0,ST,443.2,104403.76
DRREDDY,01-Feb-02,93.8,50933.4,543,02-May-02,99.93,54261.99,3328.59,ST,660.23,1205073.73
CONCOR,01-Feb-02,24.71,51001.44,2064,02-May-02,32.84,67781.76,16780.32,ST,3328.39,1205073.73
BEL,01-Feb-02,1.23,51020.4,41480,02-May-02,1.93,80056.4,29036.0,ST,5759.31,1205073.73
BPCL,01-Feb-02,19.48,51018.12,2619,02-May-02,24.71,64715.49,13697.37,ST,2716.88,1205073.73
NLCINDIA,01-Feb-02,12.7,51015.9,4017,02-May-02,23.4,93997.8,42981.9,ST,8525.49,1205073.73
LICHSGFIN,01-Feb-02,11.04,51015.84,4621,02-May-02,14.75,68159.75,17143.91,ST,3400.51,1205073.73
HEROMOTOCO,01-Feb-02,217.4,50871.6,234,02-May-02,254.05,59447.7,8576.1,ST,1701.08,1205073.73
KANSAINER,01-Feb-02,2.15,51051.75,23745,02-May-02,2.96,70285.2,19233.45,ST,3814.97,1205073.73
HINDOILEXP,01-Feb-02,20.42,51050.0,2500,02-May-02,27.03,67575.0,16525.0,ST,3277.75,1205073.73
STERLINBIO,01-Feb-02,15.18,51050.34,3363,02-May-02,14.6,49099.8,-1950.54,ST,0.0,1205073.73
INVELTRANS,01-Feb-02,53.7,51015.0,950,02-May-02,54.0,51300.0,285.0,ST,56.53,1205073.73
GMDCLTD,01-Mar-02,6.35,47136.05,7423,02-May-02,9.38,69627.74,22491.69,ST,4461.24,1205073.73
J&KBANK,01-Mar-02,7.14,47145.42,6603,02-May-02,8.97,59228.91,12083.49,ST,2396.77,1205073.73
ENGINERSIN,01-Apr-02,25.64,51536.4,2010,02-May-02,26.5,53265.0,1728.6,ST,342.87,1205073.73
CRISIL,01-Apr-02,31.26,51516.48,1648,02-May-02,35.02,57712.96,6196.48,ST,1229.08,1205073.73
SCI,01-Apr-02,48.39,51535.35,1065,02-May-02,55.06,58638.9,7103.55,ST,1408.99,1205073.73
GEOMETRIC,01-Apr-02,44.35,51534.7,1162,02-May-02,54.27,63061.74,11527.04,ST,2286.4,1205073.73
CMC,01-Apr-02,312.42,51549.3,165,02-May-02,359.83,59371.95,7822.65,ST,1551.63,1205073.73
BANKINDIA,01-Jul-02,35.25,60242.25,1709,01-Aug-02,27.35,46741.15,-13501.1,ST,0.0,1013095.5
ENGINERSIN,01-Jul-02,32.93,60228.97,1829,01-Aug-02,25.97,47499.13,-12729.84,ST,0.0,1013095.5
CRISIL,01-Jul-02,31.63,60255.15,1905,01-Aug-02,26.9,51244.5,-9010.65,ST,0.0,1013095.5
BEL,01-Jul-02,2.15,60253.75,28025,01-Aug-02,1.88,52687.0,-7566.75,ST,0.0,1013095.5
NLCINDIA,01-Jul-02,32.4,60231.6,1859,01-Aug-02,26.25,48798.75,-11432.85,ST,0.0,1013095.5
RCF,01-Jul-02,32.8,60253.6,1837,01-Aug-02,22.9,42067.3,-18186.3,ST,0.0,1013095.5
LICHSGFIN,01-Jul-02,16.99,60246.54,3546,01-Aug-02,14.43,51168.78,-9077.76,ST,0.0,1013095.5
HEROMOTOCO,01-Jul-02,212.35,60095.05,283,01-Aug-02,162.8,46072.4,-14022.65,ST,0.0,1013095.5
KANSAINER,01-Jul-02,2.67,60269.91,22573,01-Aug-02,2.59,58464.07,-1805.84,ST,0.0,1013095.5
BEML,01-Jul-02,110.8,60164.4,543,01-Aug-02,69.45,37711.35,-22453.05,ST,0.0,1013095.5
ABAN,01-Jul-02,23.38,60273.64,2578,01-Aug-02,20.59,53081.02,-7192.62,ST,0.0,1013095.5
GEOMETRIC,01-Jul-02,46.56,60248.64,1294,01-Aug-02,32.34,41847.96,-18400.68,ST,0.0,1013095.5
ELECTCAST,01-Jul-02,28.58,60275.22,2109,01-Aug-02,32.03,67551.27,7276.05,ST,0.0,1013095.5
HEUBACHIND,01-Jul-02,202.25,60270.5,298,01-Aug-02,202.9,60464.2,193.7,ST,0.0,1013095.5
HCC,01-Jul-02,4.48,60291.84,13458,01-Aug-02,3.52,47372.16,-12919.68,ST,0.0,1013095.5
MAHSEAMLES,01-Jul-02,18.8,60291.6,3207,01-Aug-02,17.52,56186.64,-4104.96,ST,0.0,1013095.5
GARDENSILK,01-Jul-02,29.55,60282.0,2040,01-Aug-02,23.3,47532.0,-12750.0,ST,0.0,1013095.5
MAHSCOOTER,01-Jul-02,94.55,60228.35,637,01-Aug-02,77.6,49431.2,-10797.15,ST,0.0,1013095.5
WIMCOLTD,01-Jul-02,32.65,60304.55,1847,01-Aug-02,27.55,50884.85,-9419.7,ST,0.0,1013095.5
LAKSHAUTO,01-Jul-02,95.45,60324.4,632,01-Aug-02,89.0,56248.0,-4076.4,ST,0.0,1013095.5
EICHERMOT,02-Sep-02,6.99,50649.54,7246,01-Oct-02,7.0,50722.0,72.46,ST,0.0,854224.23
ENGINERSIN,02-Sep-02,25.96,50647.96,1951,01-Oct-02,24.54,47877.54,-2770.42,ST,0.0,854224.23
CRISIL,02-Sep-02,28.96,50651.04,1749,01-Oct-02,26.5,46348.5,-4302.54,ST,0.0,854224.23
BEL,02-Sep-02,1.97,50654.61,25713,01-Oct-02,1.52,39083.76,-11570.85,ST,0.0,854224.23
BHARATFORG,02-Sep-02,18.24,50652.48,2777,01-Oct-02,16.17,44904.09,-5748.39,ST,0.0,854224.23
RCF,02-Sep-02,20.2,50641.4,2507,01-Oct-02,12.25,30710.75,-19930.65,ST,0.0,854224.23
ONGC,02-Sep-02,39.53,50637.93,1281,01-Oct-02,37.6,48165.6,-2472.33,ST,0.0,854224.23
THERMAX,02-Sep-02,26.56,50649.92,1907,01-Oct-02,24.47,46664.29,-3985.63,ST,0.0,854224.23
SCI,02-Sep-02,54.63,50642.01,927,01-Oct-02,46.92,43494.84,-7147.17,ST,0.0,854224.23
BEML,02-Sep-02,65.8,50600.2,769,01-Oct-02,44.75,34412.75,-16187.45,ST,0.0,854224.23
GEOMETRIC,02-Sep-02,40.19,50639.4,1260,01-Oct-02,36.6,46116.0,-4523.4,ST,0.0,854224.23
ELECTCAST,02-Sep-02,31.51,50668.08,1608,01-Oct-02,30.63,49253.04,-1415.04,ST,0.0,854224.23
HEUBACHIND,02-Sep-02,203.2,50596.8,249,01-Oct-02,208.85,52003.65,1406.85,ST,0.0,854224.23
MASTEK,02-Sep-02,216.73,50498.09,233,01-Oct-02,189.57,44169.81,-6328.28,ST,0.0,854224.23
MAHSEAMLES,02-Sep-02,22.57,50692.22,2246,01-Oct-02,23.04,51747.84,1055.62,ST,0.0,854224.23
MAHSCOOTER,02-Sep-02,72.85,50703.6,696,01-Oct-02,61.75,42978.0,-7725.6,ST,0.0,854224.23
BLUESTINFO,02-Sep-02,165.25,50566.5,306,01-Oct-02,149.2,45655.2,-4911.3,ST,0.0,854224.23
WIMCOLTD,02-Sep-02,27.5,50765.0,1846,01-Oct-02,21.45,39596.7,-11168.3,ST,0.0,854224.23
E-SERVEINT,02-Sep-02,557.1,50696.1,91,01-Oct-02,551.9,50222.9,-473.2,ST,0.0,854224.23
WARTSILA,02-Sep-02,114.55,50745.65,443,03-Oct-02,116.8,51742.4,996.75,ST,199.35,905767.28
MIRCELECTR,01-Nov-02,18.73,45270.41,2417,02-Dec-02,18.63,45028.71,-241.7,ST,0.0,8.2
E-SERVEINT,01-Nov-02,526.15,45248.9,86,02-Dec-02,499.0,42914.0,-2334.9,ST,0.0,8.2
ATUL,01-Nov-02,30.1,45270.4,1504,02-Dec-02,31.05,46699.2,1428.8,ST,0.0,8.2
BSL,02-Dec-02,66.0,44880.0,680,10-Dec-02,52.5,35700.0,-9180.0,ST,0.0,35708.2
MASTEK,01-Nov-02,187.8,45259.8,241,01-Jan-03,273.92,66014.72,20754.92,ST,2980.31,47.94
ELECTCAST,01-Nov-02,27.02,45285.52,1676,01-Jan-03,25.85,43324.6,-1960.92,ST,0.0,47.94
GEOMETRIC,01-Nov-02,43.23,45261.81,1047,01-Jan-03,48.4,50674.8,5412.99,ST,777.28,47.94
MAHSCOOTER,01-Nov-02,67.5,45292.5,671,01-Jan-03,65.8,44151.8,-1140.7,ST,0.0,47.94
WIMCOLTD,02-Dec-02,21.5,44870.5,2087,01-Jan-03,19.45,40592.15,-4278.35,ST,0.0,47.94
EICHERMOT,01-Nov-02,8.82,45290.7,5135,03-Feb-03,8.28,42517.8,-2772.9,ST,0.0,1014086.97
BHARATFORG,01-Nov-02,16.97,45292.93,2669,03-Feb-03,23.63,63068.47,17775.54,ST,3041.48,1014086.97
MPHASIS,01-Nov-02,69.6,45240.0,650,03-Feb-03,84.81,55126.5,9886.5,ST,1691.63,1014086.97
ONGC,01-Nov-02,43.25,45282.75,1047,03-Feb-03,40.53,42434.91,-2847.84,ST,0.0,1014086.97
THERMAX,01-Nov-02,25.73,45284.8,1760,03-Feb-03,28.5,50160.0,4875.2,ST,834.17,1014086.97
BALMLAWRIE,01-Nov-02,13.66,45310.22,3317,03-Feb-03,13.52,44845.84,-464.38,ST,0.0,1014086.97
BEML,01-Nov-02,63.2,45251.2,716,03-Feb-03,78.55,56241.8,10990.6,ST,1880.55,1014086.97
ABAN,01-Nov-02,23.4,45302.4,1936,03-Feb-03,33.63,65107.68,19805.28,ST,3388.78,1014086.97
HEUBACHIND,01-Nov-02,209.65,45284.4,216,03-Feb-03,235.25,50814.0,5529.6,ST,946.14,1014086.97
MAHSEAMLES,01-Nov-02,21.58,45318.0,2100,03-Feb-03,39.45,82845.0,37527.0,ST,6421.05,1014086.97
UCAL,01-Nov-02,67.75,45324.75,669,03-Feb-03,86.07,57580.83,12256.08,ST,2097.07,1014086.97
BLUESTINFO,01-Nov-02,156.95,45201.6,288,03-Feb-03,137.25,39528.0,-5673.6,ST,0.0,1014086.97
LAKSHAUTO,01-Nov-02,66.0,45474.0,689,03-Feb-03,75.0,51675.0,6201.0,ST,1061.02,1014086.97
HMT,02-Dec-02,20.1,44903.4,2234,03-Feb-03,16.7,37307.8,-7595.6,ST,0.0,1014086.97
BANKINDIA,01-Jan-03,36.5,46099.5,1263,03-Feb-03,38.5,48625.5,2526.0,ST,432.21,1014086.97
ENGINERSIN,01-Jan-03,24.51,46103.31,1881,03-Feb-03,23.21,43658.01,-2445.3,ST,0.0,1014086.97
IOB,01-Jan-03,15.25,46116.0,3024,03-Feb-03,18.15,54885.6,8769.6,ST,1500.52,1014086.97
TVSMOTOR,01-Jan-03,25.22,46127.38,1829,03-Feb-03,25.18,46054.22,-73.16,ST,0.0,1014086.97
ANDHRABANK,01-Jan-03,20.9,46126.3,2207,03-Feb-03,27.55,60802.85,14676.55,ST,2511.23,1014086.97
ATLASCOPCO,01-Jan-03,236.35,46088.25,195,03-Feb-03,239.3,46663.5,575.25,ST,98.43,1014086.97
PUNJCOMMU,03-Mar-03,78.25,50627.75,647,07-Mar-03,61.8,39984.6,-10643.15,ST,0.0,39998.03
ATLASCOPCO,03-Mar-03,229.85,50567.0,220,31-Mar-03,272.15,59873.0,9306.0,ST,1861.2,98009.83
ATUL,03-Mar-03,36.25,50677.5,1398,01-Apr-03,28.25,39493.5,-11184.0,ST,0.0,886293.36
BHARATFORG,03-Mar-03,26.4,50714.4,1921,01-Apr-03,24.29,46661.09,-4053.31,ST,0.0,886293.36
BOSCHLTD,03-Mar-03,385.77,50535.87,131,01-Apr-03,360.05,47166.55,-3369.32,ST,0.0,886293.36
GODREJCP,03-Mar-03,8.99,50730.57,5643,01-Apr-03,8.66,48868.38,-1862.19,ST,0.0,886293.36
JINDALSTEL,03-Mar-03,6.2,50728.4,8182,01-Apr-03,5.42,44346.44,-6381.96,ST,0.0,886293.36
IOB,03-Mar-03,16.5,50721.0,3074,01-Apr-03,15.85,48722.9,-1998.1,ST,0.0,886293.36
ANDHRABANK,03-Mar-03,28.15,50726.3,1802,01-Apr-03,27.6,49735.2,-991.1,ST,0.0,886293.36
ABAN,03-Mar-03,29.6,50704.8,1713,01-Apr-03,25.54,43750.02,-6954.78,ST,0.0,886293.36
VIJAYABANK,03-Mar-03,15.85,50720.0,3200,01-Apr-03,15.05,48160.0,-2560.0,ST,0.0,886293.36
ASTRAZEN,03-Mar-03,75.0,50700.0,676,01-Apr-03,68.6,46373.6,-4326.4,ST,0.0,886293.36
MAHSEAMLES,03-Mar-03,36.89,50723.75,1375,01-Apr-03,34.22,47052.5,-3671.25,ST,0.0,886293.36
GARDENSILK,03-Mar-03,29.6,50734.4,1714,01-Apr-03,24.2,41478.8,-9255.6,ST,0.0,886293.36
UCAL,03-Mar-03,83.2,50668.8,609,01-Apr-03,72.5,44152.5,-6516.3,ST,0.0,886293.36
WIMCOLTD,03-Mar-03,30.95,50758.0,1640,01-Apr-03,25.25,41410.0,-9348.0,ST,0.0,886293.36
CIBASPEC,03-Mar-03,109.05,50708.25,465,01-Apr-03,103.95,48336.75,-2371.5,ST,0.0,886293.36
MADURACOAT,03-Mar-03,39.25,50789.5,1294,01-Apr-03,40.0,51760.0,970.5,ST,0.0,886293.36
INDIAPHOTO,03-Mar-03,348.0,50808.0,146,01-Apr-03,348.05,50815.3,7.3,ST,0.0,886293.36
WSTCSTPAPR,03-Mar-03,18.15,50729.25,2795,02-Apr-03,18.23,50952.85,223.6,ST,44.72,937201.49
PRAJIND,02-Jun-03,3.16,46859.64,14829,01-Jul-03,3.53,52346.37,5486.73,ST,0.0,1.32
VIJAYABANK,02-Jun-03,22.0,46860.0,2130,01-Jul-03,18.85,40150.5,-6709.5,ST,0.0,1.32
UCAL,02-Jun-03,117.0,46800.0,400,01-Aug-03,114.13,45652.0,-1148.0,ST,0.0,14.01
JINDALSTEL,02-Jun-03,7.54,46861.1,6215,01-Aug-03,8.27,51398.05,4536.95,ST,505.13,14.01
FINPIPE,02-Jun-03,8.0,46856.0,5857,01-Aug-03,7.74,45333.18,-1522.82,ST,0.0,14.01
WSTCSTPAPR,02-Jun-03,27.82,46848.88,1684,01-Aug-03,36.04,60691.36,13842.48,ST,1541.18,14.01
BLUESTARCO,02-Jun-03,10.61,46864.37,4417,01-Aug-03,9.37,41387.29,-5477.08,ST,0.0,14.01
MAHSEAMLES,02-Jun-03,35.53,46864.07,1319,01-Sep-03,36.41,48024.79,1160.72,ST,218.17,12.72
J&KBANK,02-Jun-03,20.27,46864.24,2312,01-Sep-03,21.81,50424.72,3560.48,ST,669.23,12.72
HERITGFOOD,02-Jun-03,6.86,46860.66,6831,01-Sep-03,8.41,57448.71,10588.05,ST,1990.14,12.72
ABAN,02-Jun-03,38.86,46865.16,1206,01-Sep-03,59.52,71781.12,24915.96,ST,4683.22,12.72
EXIDEIND,02-Jun-03,6.59,46861.49,7111,01-Sep-03,8.29,58950.19,12088.7,ST,2272.2,12.72
AXISBANK,01-Aug-03,16.01,48478.28,3028,01-Sep-03,14.97,45329.16,-3149.12,ST,0.0,12.72
GAIL,01-Sep-03,11.21,53684.69,4789,22-Sep-03,8.82,42238.98,-11445.71,ST,0.0,42251.7
ANDHRABANK,02-Jun-03,33.15,46840.95,1413,01-Oct-03,42.05,59416.65,12575.7,ST,2065.9,4.61
IOB,02-Jun-03,24.25,46851.0,1932,01-Oct-03,26.85,51874.2,5023.2,ST,825.2,4.61
KOHINOOR,01-Aug-03,47.8,48469.2,1014,01-Oct-03,44.7,45325.8,-3143.4,ST,0.0,4.61
GODAVRFERT,01-Jul-03,87.1,46250.1,531,22-Oct-03,66.55,35338.05,-10912.05,ST,0.0,74061.26
HIKAL,01-Oct-03,52.09,48964.6,940,22-Oct-03,41.19,38718.6,-10246.0,ST,0.0,74061.26
IOC,02-Jun-03,20.71,46866.73,2263,03-Nov-03,28.71,64970.73,18104.0,ST,3620.8,8.09
JINDALSTEL,01-Sep-03,12.34,53679.0,4350,03-Nov-03,14.17,61639.5,7960.5,ST,1592.1,8.09
PNB,02-Jun-03,28.65,46871.4,1636,01-Dec-03,36.24,59288.64,12417.24,ST,2483.45,66.77
IPCALAB,02-Jun-03,14.3,46875.4,3278,01-Dec-03,24.69,80933.82,34058.42,ST,6811.68,66.77
ZYDUSLIFE,01-Oct-03,20.12,48992.2,2435,01-Jan-04,24.05,58561.75,9569.55,ST,1913.91,57.36
BHARATFORG,02-Jun-03,31.56,46866.6,1485,03-Feb-04,68.36,101514.6,54648.0,ST,10450.78,1421658.87
MRPL,02-Jun-03,20.7,46864.8,2264,03-Feb-04,51.8,117275.2,70410.4,ST,13465.15,1421658.87
ORIENTBANK,02-Jun-03,121.65,46835.25,385,03-Feb-04,224.85,86567.25,39732.0,ST,7598.27,1421658.87
LAXMIMACH,01-Jul-03,208.6,46309.2,222,03-Feb-04,459.0,101898.0,55588.8,ST,10630.69,1421658.87
BOSCHLTD,01-Aug-03,630.12,47889.12,76,03-Feb-04,1284.27,97604.52,49715.4,ST,9507.48,1421658.87
M&M,01-Aug-03,24.67,48772.59,1977,03-Feb-04,51.48,101775.96,53003.37,ST,10136.26,1421658.87
LUPIN,01-Aug-03,38.39,48793.69,1271,03-Feb-04,56.63,71976.73,23183.04,ST,4433.48,1421658.87
SAIL,01-Sep-03,40.45,53677.15,1327,03-Feb-04,41.5,55070.5,1393.35,ST,266.46,1421658.87
SHASUNPHAR,01-Sep-03,60.89,53644.09,881,03-Feb-04,58.46,51503.26,-2140.83,ST,0.0,1421658.87
ELDERPHARM,01-Sep-03,116.25,53707.5,462,03-Feb-04,117.8,54423.6,716.1,ST,136.95,1421658.87
GESHIP,01-Sep-03,51.03,53734.59,1053,03-Feb-04,96.51,101625.03,47890.44,ST,9158.48,1421658.87
GAIL,01-Oct-03,13.52,49010.0,3625,03-Feb-04,18.63,67533.75,18523.75,ST,3542.45,1421658.87
KANSAINER,01-Oct-03,6.78,49005.84,7228,03-Feb-04,8.99,64979.72,15973.88,ST,3054.81,1421658.87
BHEL,03-Nov-03,32.3,48837.6,1512,03-Feb-04,35.92,54311.04,5473.44,ST,1046.73,1421658.87
VEDL,03-Nov-03,7.92,48866.4,6170,03-Feb-04,15.18,93660.6,44794.2,ST,8566.36,1421658.87
HCL-INSYS,03-Nov-03,68.32,48848.8,715,03-Feb-04,100.84,72100.6,23251.8,ST,4446.63,1421658.87
CESC,03-Nov-03,9.7,48897.7,5041,03-Feb-04,11.71,59030.11,10132.41,ST,1937.7,1421658.87
MOTHERSON,01-Dec-03,7.85,65461.15,8339,03-Feb-04,7.19,59957.41,-5503.74,ST,0.0,1421658.87
ASAHIINDIA,01-Dec-03,67.5,65407.5,969,03-Feb-04,61.7,59787.3,-5620.2,ST,0.0,1421658.87
KOHINOOR,01-Jan-04,96.85,56657.25,585,03-Feb-04,81.0,47385.0,-9272.25,ST,0.0,1421658.87
VEDL,01-Mar-04,15.08,71072.04,4713,16-Mar-04,11.76,55424.88,-15647.16,ST,0.0,55446.35
CESC,01-Mar-04,11.36,71079.52,6257,23-Mar-04,8.81,55124.17,-15955.35,ST,0.0,165674.45
GESHIP,01-Mar-04,94.79,70997.71,749,23-Mar-04,73.57,55103.93,-15893.78,ST,0.0,165674.45
KAJARIACER,01-Mar-04,7.56,71086.68,9403,01-Apr-04,7.62,71650.86,564.18,ST,112.84,10.28
ORIENTBANK,01-Mar-04,292.9,70881.8,242,01-Apr-04,315.65,76387.3,5505.5,ST,1101.1,10.28
