Sr no.,Stock Name,Entry Price,Exit Price,Qty,P&L,Entry Date,Exit Date,Exit Reason
866,ZYDUSWELL,642.00,603.65,1880,-72098.00,01 July 2013,01 August 2013,Rebalance(F)
867,SUNDARMFIN,542.80,515.85,2224,-59936.80,01 July 2013,01 August 2013,Rebalance(F)
868,HERITGFOOD,57.02,54.10,21177,-61805.07,01 July 2013,01 August 2013,Rebalance(F)
869,CMC,1328.65,1207.70,908,-109822.60,01 July 2013,01 August 2013,Rebalance(F)
870,UNITDSPR,491.45,478.31,2457,-32284.98,01 July 2013,01 August 2013,Rebalance(F)
871,INGVYSYABK,619.85,522.65,1948,-189345.60,01 July 2013,01 August 2013,Rebalance(F)
872,SPARC,124.15,131.85,9249,71217.30,02 September 2013,01 October 2013,Rebalance(R)
873,M&MFIN,166.87,157.79,6881,-62510.38,02 September 2013,01 October 2013,Rebalance
874,HATHWAY,56.05,55.80,20487,-5121.75,02 September 2013,01 October 2013,Rebalance
875,HERITGFOOD,52.78,45.38,21758,-161009.20,02 September 2013,01 November 2013,Rebalance
876,VAKRANGEE,38.28,33.50,30001,-143254.78,02 September 2013,01 November 2013,Rebalance
877,SHRENUJ,50.95,47.58,22538,-76065.75,02 September 2013,01 November 2013,Rebalance
878,UNITDSPR,453.68,521.99,2531,172892.61,02 September 2013,02 December 2013,Rebalance
879,IPCALAB,323.15,360.90,3553,134125.75,02 September 2013,01 January 2014,Rebalance
880,ESSDEE,545.50,524.55,2108,-44162.60,01 October 2013,01 January 2014,Rebalance
881,LTF,82.85,75.20,12331,-94332.15,01 November 2013,01 January 2014,Rebalance
882,BRITANNIA,358.60,443.05,3202,270408.90,02 September 2013,03 February 2014,Rebalance(F)
883,BLUEDART,2798.00,3253.80,365,166367.00,01 November 2013,03 February 2014,Rebalance(F)
884,AUROPHARMA,195.85,234.58,5642,218486.45,01 January 2014,03 February 2014,Rebalance(F)
885,EICHERMOT,398.28,456.34,2565,148923.90,01 November 2013,03 February 2014,Rebalance(F)
886,HCLTECH,259.59,363.23,4423,458388.66,02 September 2013,03 February 2014,Rebalance(F)
887,FSL,19.35,25.25,59448,350743.20,01 October 2013,03 February 2014,Rebalance(F)
888,FINPIPE,20.80,30.18,55207,517841.66,02 September 2013,03 February 2014,Rebalance(F)
889,PERSISTENT,144.74,242.09,7933,772277.55,02 September 2013,03 February 2014,Rebalance(F)
890,PVRINOX,397.30,502.80,2890,304895.00,02 September 2013,03 February 2014,Rebalance(F)
891,LUPIN,819.85,921.80,1400,142730.00,02 September 2013,03 February 2014,Rebalance(F)
892,TCS,1028.43,1097.22,1116,76769.64,02 September 2013,03 February 2014,Rebalance(F)
893,IDEA,156.10,140.20,7356,-116960.40,02 September 2013,03 February 2014,Rebalance(F)
894,TECHM,343.76,440.78,3340,324020.08,02 September 2013,03 February 2014,Rebalance(F)
895,SUNPHARMA,528.45,594.30,2173,143092.05,02 September 2013,03 February 2014,Rebalance(F)
896,TATAELXSI,209.10,202.40,5285,-35409.50,01 January 2014,03 February 2014,Rebalance(F)
897,MINDTREE,263.70,357.60,4354,408840.60,02 September 2013,03 February 2014,Rebalance(F)
898,RCOM,130.45,121.00,8802,-83178.90,02 September 2013,03 February 2014,Rebalance(F)
899,RASOYPR,14.55,16.05,79060,118590.00,01 October 2013,03 February 2014,Rebalance(F)
900,KKCL,230.21,215.98,4800,-68304.00,01 January 2014,03 February 2014,Rebalance(F)
901,RAJTV,118.76,132.31,11128,150784.40,02 December 2013,03 February 2014,Rebalance(F)
902,ECLERX,661.60,521.80,2042,-285471.61,03 March 2014,28 March 2014,Stop Loss
903,MINDTREE,406.19,339.93,3326,-220390.74,03 March 2014,01 April 2014,Rebalance
904,IPCALAB,447.75,413.43,3018,-103592.85,03 March 2014,01 April 2014,Rebalance
905,BRITANNIA,433.15,420.60,3119,-39143.45,03 March 2014,01 April 2014,Rebalance
906,PVRINOX,528.30,508.00,2557,-51907.10,03 March 2014,01 April 2014,Rebalance
907,ZENSARTECH,77.85,75.57,17358,-39576.24,03 March 2014,01 April 2014,Rebalance
908,ESSDEE,734.30,634.40,1840,-183816.00,03 March 2014,01 April 2014,Rebalance
909,TATAELXSI,319.28,252.70,4232,-281745.40,03 March 2014,09 May 2014,Stop Loss
910,HCLTECH,376.16,345.70,3592,-109421.30,03 March 2014,02 June 2014,Rebalance
911,PAGEIND,6161.30,6343.65,219,39934.65,03 March 2014,02 June 2014,Rebalance
912,EICHERMOT,518.71,688.18,2605,441482.38,03 March 2014,02 June 2014,Rebalance
913,TECHM,476.61,473.98,2835,-7475.90,03 March 2014,02 June 2014,Rebalance
914,FINPIPE,36.52,50.88,37003,531363.08,03 March 2014,02 June 2014,Rebalance
915,MAHINDUGIN,201.90,393.95,6042,1160366.10,01 April 2014,01 July 2014,Rebalance(R)
916,RAJTV,141.59,127.45,9544,-134923.53,03 March 2014,01 July 2014,Rebalance
917,KSCL,582.60,760.15,2319,411738.45,03 March 2014,01 July 2014,Rebalance
918,PERSISTENT,282.10,272.95,4790,-43828.50,03 March 2014,01 July 2014,Rebalance
919,SWARAJENG,685.80,956.70,1779,481931.10,01 April 2014,01 July 2014,Rebalance
920,KAJARIACER,285.75,267.25,5086,-94091.00,02 June 2014,01 July 2014,Rebalance
921,APOLLOTYRE,203.30,168.50,7976,-277564.80,01 July 2014,01 August 2014,Rebalance(F)
922,AUROPHARMA,264.50,353.63,5109,455339.63,03 March 2014,01 August 2014,Rebalance(F)
923,AIAENG,779.65,781.50,1864,3448.40,02 June 2014,01 August 2014,Rebalance(F)
924,BHARATFORG,326.40,361.95,4968,176612.40,01 July 2014,01 August 2014,Rebalance(F)
925,CANFINHOME,71.08,77.01,20446,121244.78,02 June 2014,01 August 2014,Rebalance(F)
926,FINCABLES,108.95,204.25,11198,1067169.40,01 April 2014,01 August 2014,Rebalance(F)
927,FSL,27.45,37.20,49230,479992.50,03 March 2014,01 August 2014,Rebalance(F)
928,KEC,127.90,112.90,12678,-190170.00,01 July 2014,01 August 2014,Rebalance(F)
929,SRF,91.75,116.43,15840,390931.21,02 June 2014,01 August 2014,Rebalance(F)
930,SUNDRMFAST,100.05,107.75,16208,124801.60,01 July 2014,01 August 2014,Rebalance(F)
931,TVSMOTOR,87.75,152.20,15400,992530.00,03 March 2014,01 August 2014,Rebalance(F)
932,BEML,671.05,684.95,2165,30093.50,02 June 2014,06 August 2014,Rebalance(F)
933,ACLGATI,90.95,125.05,13414,457417.40,01 April 2014,06 August 2014,Rebalance(F)
934,AMTEKAUTO,158.90,256.95,7678,752827.90,01 April 2014,01 August 2014,Rebalance(F)
935,ICRA,2350.30,2622.50,618,168219.60,02 June 2014,01 August 2014,Rebalance(F)
936,MONSANTO,1614.80,1983.75,836,308442.20,03 March 2014,01 August 2014,Rebalance(F)
937,JTEKTINDIA,37.85,39.70,42843,79259.55,01 July 2014,01 August 2014,Rebalance(F)
938,VAIBHAVGBL,132.67,168.49,9196,329400.72,01 April 2014,01 August 2014,Rebalance(F)
939,BALKRISIND,368.70,384.43,4398,69158.55,01 July 2014,01 August 2014,Rebalance(F)
940,ARVIND,178.90,222.30,6819,295944.60,01 April 2014,01 August 2014,Rebalance(F)
941,ATUL,1361.70,1381.65,1260,25137.00,01 September 2014,01 October 2014,Rebalance(F)
942,AUROPHARMA,404.38,483.13,4245,334293.75,01 September 2014,01 October 2014,Rebalance(F)
943,BHARATFORG,399.35,405.50,4298,26432.70,01 September 2014,01 October 2014,Rebalance(F)
944,EICHERMOT,1005.18,1180.17,1707,298707.93,01 September 2014,01 October 2014,Rebalance(F)
945,FINCABLES,225.90,214.35,7599,-87768.45,01 September 2014,01 October 2014,Rebalance(F)
946,KEC,106.90,105.60,16058,-20875.40,01 September 2014,01 October 2014,Rebalance(F)
947,JKLAKSHMI,314.70,360.60,5455,250384.50,01 September 2014,01 October 2014,Rebalance(F)
948,SRF,138.54,150.50,12391,148196.36,01 September 2014,01 October 2014,Rebalance(F)
949,SUNDRMFAST,135.45,154.20,12674,237637.50,01 September 2014,01 October 2014,Rebalance(F)
950,TVSMOTOR,193.45,228.90,8874,314583.30,01 September 2014,01 October 2014,Rebalance(F)
951,WELSPUNLIV,21.91,30.73,78370,691223.40,01 September 2014,01 October 2014,Rebalance(F)
952,ACLGATI,147.05,176.40,11674,342631.90,01 September 2014,01 October 2014,Rebalance(F)
953,AARTIIND,69.76,70.13,24607,8920.04,01 September 2014,01 October 2014,Rebalance(F)
954,PFS,43.70,44.05,39283,13749.05,01 September 2014,01 October 2014,Rebalance(F)
955,MONSANTO,2275.05,2988.35,754,537828.20,01 September 2014,01 October 2014,Rebalance(F)
956,SIMPLEXINF,286.80,214.75,5985,-431219.25,01 September 2014,01 October 2014,Rebalance(F)
957,VAIBHAVGBL,176.77,174.32,9711,-23791.95,01 September 2014,01 October 2014,Rebalance(F)
958,JTEKTINDIA,44.30,54.10,38751,379759.80,01 September 2014,01 October 2014,Rebalance(F)
959,BALKRISIND,366.60,393.65,4682,126648.10,01 September 2014,01 October 2014,Rebalance(F)
960,ARVIND,292.45,295.15,5870,15849.00,01 September 2014,01 October 2014,Rebalance(F)
961,AARTIIND,77.89,64.31,24087,-326981.03,03 November 2014,01 January 2015,Rebalance
962,JKTYRE,99.64,120.20,18828,387103.68,03 November 2014,02 February 2015,Rebalance
963,JTEKTINDIA,61.45,47.90,30530,-413681.50,03 November 2014,25 February 2015,Stop Loss
964,ACLGATI,205.70,243.40,9120,343824.00,03 November 2014,02 March 2015,Rebalance
965,TVSMOTOR,261.95,272.00,7162,71978.10,03 November 2014,02 March 2015,Rebalance
966,AUROPHARMA,501.40,543.55,3741,157683.15,03 November 2014,02 March 2015,Rebalance
967,MONSANTO,3055.10,3193.55,614,85008.30,03 November 2014,02 March 2015,Rebalance
968,EICHERMOT,1273.96,1601.95,1472,482801.28,03 November 2014,01 April 2015,Rebalance
969,RATNAMANI,462.57,462.27,3355,-1006.50,01 January 2015,01 April 2015,Rebalance
970,CENTURYPLY,140.10,209.75,13391,932683.15,03 November 2014,04 May 2015,Rebalance(F)
971,ASHOKLEY,72.95,71.30,26404,-43566.60,02 March 2015,04 May 2015,Rebalance(F)
972,BHARATFORG,643.25,633.60,2994,-28892.10,02 March 2015,04 May 2015,Rebalance(F)
973,NBCC,29.20,26.61,64250,-166407.50,03 November 2014,04 May 2015,Rebalance(F)
974,JKLAKSHMI,372.30,359.85,5039,-62735.55,03 November 2014,04 May 2015,Rebalance(F)
975,NCC,92.45,94.55,20835,43753.50,02 March 2015,04 May 2015,Rebalance(F)
976,PRSMJOHNSN,117.85,106.05,16344,-192859.20,02 March 2015,04 May 2015,Rebalance(F)
977,SONATSOFTW,52.22,59.81,35928,272828.25,03 November 2014,04 May 2015,Rebalance(F)
978,SRF,171.91,194.49,10913,246415.54,03 November 2014,04 May 2015,Rebalance(F)
979,SUNDRMFAST,158.70,177.95,11821,227554.25,03 November 2014,04 May 2015,Rebalance(F)
980,WELSPUNLIV,30.66,49.66,61201,1162819.00,03 November 2014,04 May 2015,Rebalance(F)
981,BEML,1139.20,1001.20,1715,-236670.00,01 April 2015,04 May 2015,Rebalance(F)
982,SADBHAV,240.95,304.20,7786,492464.50,03 November 2014,04 May 2015,Rebalance(F)
983,AGI,377.65,393.85,4967,80465.40,03 November 2014,04 May 2015,Rebalance(F)
984,KITEX,119.90,199.45,15647,1244718.85,03 November 2014,04 May 2015,Rebalance(F)
985,PFS,50.00,55.05,37522,189486.10,03 November 2014,04 May 2015,Rebalance(F)
986,HONAUT,7375.00,7684.55,306,94722.30,02 February 2015,04 May 2015,Rebalance(F)
987,SIMPLEXINF,298.80,430.30,6278,825557.00,03 November 2014,04 May 2015,Rebalance(F)
988,IFBIND,621.70,595.25,3144,-83158.80,01 April 2015,04 May 2015,Rebalance(F)
989,MBLINFRA,285.83,294.00,6739,55091.33,02 March 2015,04 May 2015,Rebalance(F)
990,VIVIDHA,96.86,74.93,22383,-491027.06,01 June 2015,09 June 2015,Stop Loss
991,IFBIND,546.40,435.75,3968,-439059.20,01 June 2015,15 June 2015,Stop Loss
992,MBLINFRA,273.23,265.83,7935,-58719.00,01 June 2015,01 July 2015,Rebalance
993,PAGEIND,16879.80,13444.00,128,-439782.40,01 June 2015,29 July 2015,Stop Loss
994,KITEX,227.85,180.55,9515,-450059.50,01 June 2015,29 July 2015,Stop Loss
995,ADVANTA,497.00,521.65,4362,107523.30,01 June 2015,03 August 2015,Rebalance
996,CENTURYPLY,207.55,206.00,10446,-16191.30,01 June 2015,03 August 2015,Rebalance
997,NBCC,32.95,35.38,56006,136001.24,01 July 2015,03 August 2015,Rebalance
998,BBTC,516.30,460.35,4199,-234934.05,01 June 2015,01 September 2015,Rebalance(F)
999,BRITANNIA,1283.95,1460.45,1688,297932.00,01 June 2015,01 September 2015,Rebalance(F)
1000,AJANTPHARM,1080.73,1015.60,2006,-130657.47,01 June 2015,01 September 2015,Rebalance(F)
1001,BAJFINANCE,549.82,493.51,3356,-188993.14,01 July 2015,01 September 2015,Rebalance(F)
1002,EICHERMOT,1877.79,1825.93,1154,-59846.44,01 June 2015,01 September 2015,Rebalance(F)
1003,EMAMILTD,664.70,586.40,2963,-232002.90,03 August 2015,01 September 2015,Rebalance(F)
1004,SONATSOFTW,58.82,51.04,33484,-260547.38,03 August 2015,01 September 2015,Rebalance(F)
1005,RAJESHEXPO,568.90,480.40,3461,-306298.50,03 August 2015,01 September 2015,Rebalance(F)
1006,TATAELXSI,900.78,903.70,2186,6394.05,03 August 2015,01 September 2015,Rebalance(F)
1007,WHIRLPOOL,748.05,666.65,2898,-235897.20,01 June 2015,01 September 2015,Rebalance(F)
1008,WELSPUNLIV,57.19,75.80,37915,705787.73,01 June 2015,01 September 2015,Rebalance(F)
1009,KPRMILL,61.29,71.38,35375,356933.76,01 June 2015,01 September 2015,Rebalance(F)
1010,GILLETTE,4482.45,4802.05,483,154366.80,01 June 2015,01 September 2015,Rebalance(F)
1011,JKIL,344.00,393.93,6302,314627.35,01 June 2015,01 September 2015,Rebalance(F)
1012,KITEX,190.55,158.45,10335,-331753.50,03 August 2015,01 September 2015,Rebalance(F)
1013,ICRA,4210.80,3891.35,514,-164197.30,01 June 2015,01 September 2015,Rebalance(F)
1014,DYNAMATECH,2802.70,2249.70,773,-427469.00,01 June 2015,01 September 2015,Rebalance(F)
1015,IFBIND,512.50,492.65,3600,-71460.00,01 July 2015,01 September 2015,Rebalance(F)
1016,ITDCEM,65.09,82.00,33312,563472.48,01 June 2015,01 September 2015,Rebalance(F)
1017,KNRCON,52.09,55.74,41627,152146.69,01 June 2015,01 September 2015,Rebalance(F)
1018,ASHOKLEY,94.25,90.30,22079,-87212.05,01 October 2015,02 November 2015,Rebalance(F)
1019,BRITANNIA,1561.40,1593.28,1332,42457.50,01 October 2015,02 November 2015,Rebalance(F)
1020,AJANTPHARM,1007.27,1018.70,2065,23609.83,01 October 2015,02 November 2015,Rebalance(F)
1021,BAJFINANCE,510.76,522.32,4074,47115.81,01 October 2015,02 November 2015,Rebalance(F)
1022,CANFINHOME,175.94,185.82,11827,116850.76,01 October 2015,02 November 2015,Rebalance(F)
1023,SAMMAANCAP,795.95,721.95,2614,-193436.00,01 October 2015,02 November 2015,Rebalance(F)
1024,MARUTI,4580.35,4495.75,454,-38408.40,01 October 2015,02 November 2015,Rebalance(F)
1025,RAJESHEXPO,554.60,641.35,3752,325486.00,01 October 2015,02 November 2015,Rebalance(F)
1026,TATAELXSI,940.30,909.60,2213,-67939.10,01 October 2015,02 November 2015,Rebalance(F)
1027,ZFCVINDIA,6882.95,6500.95,302,-115364.00,01 October 2015,02 November 2015,Rebalance(F)
1028,WELSPUNLIV,84.85,73.13,24526,-287444.72,01 October 2015,02 November 2015,Rebalance(F)
1029,VTL,185.09,149.48,11243,-400363.24,01 October 2015,02 November 2015,Rebalance(F)
1030,JUBLPHARMA,374.65,427.55,5554,293806.60,01 October 2015,02 November 2015,Rebalance(F)
1031,KPRMILL,80.83,80.18,25745,-16862.98,01 October 2015,02 November 2015,Rebalance(F)
1032,GILLETTE,4985.95,4787.60,417,-82711.95,01 October 2015,02 November 2015,Rebalance(F)
1033,HIMATSEIDE,210.40,204.70,9890,-56373.00,01 October 2015,02 November 2015,Rebalance(F)
1034,EVEREADY,289.45,279.85,7189,-69014.40,01 October 2015,02 November 2015,Rebalance(F)
1035,JKIL,397.80,378.55,5231,-100696.75,01 October 2015,02 November 2015,Rebalance(F)
1036,HONAUT,9218.75,9278.30,225,13398.75,01 October 2015,02 November 2015,Rebalance(F)
1037,ITDCEM,79.50,103.80,26175,636052.50,01 October 2015,02 November 2015,Rebalance(F)
1038,BAJAJFINSV,199.12,198.38,10446,-7677.81,01 December 2015,01 January 2016,Rebalance
1039,JKIL,373.53,374.80,5568,7099.20,01 December 2015,01 January 2016,Rebalance
1040,GODFRYPHLP,1398.50,1080.25,1487,-473237.75,01 December 2015,18 January 2016,Stop Loss
1041,JUBLPHARMA,448.10,339.80,4642,-502728.60,01 December 2015,15 January 2016,Stop Loss
1042,GAYAPROJ,149.49,114.44,13945,-488772.25,01 January 2016,18 January 2016,Stop Loss
1043,KNRCON,60.53,46.11,34368,-495414.72,01 December 2015,20 January 2016,Stop Loss
1044,ICRA,4289.15,3879.75,484,-198149.60,01 December 2015,01 February 2016,Rebalance
1045,GODFRYPHLP,1276.30,968.25,1291,-397692.55,01 February 2016,11 February 2016,Stop Loss
1046,KRBL,238.35,190.35,8727,-418896.00,01 December 2015,11 February 2016,Stop Loss
1047,KPRMILL,82.41,65.49,25242,-427094.65,01 December 2015,12 February 2016,Stop Loss
1048,CHENNPETRO,184.80,144.65,8920,-358138.00,01 February 2016,11 February 2016,Stop Loss
1049,HIMATSEIDE,224.40,176.50,9269,-443985.10,01 December 2015,10 February 2016,Stop Loss
1050,TNPL,254.70,203.30,6472,-332660.80,01 February 2016,23 February 2016,Stop Loss
1051,GAYAPROJ,126.43,100.80,13038,-334163.94,01 February 2016,12 February 2016,Stop Loss
1052,SRIPIPES,271.90,202.20,7667,-534389.90,01 January 2016,11 February 2016,Stop Loss
1053,ITDCEM,99.55,111.05,20895,240292.50,01 December 2015,01 April 2016,Rebalance(R)
1054,HERITGFOOD,131.31,129.01,11110,-25553.00,01 March 2016,01 April 2016,Rebalance(R)
1055,BRITANNIA,1485.73,1339.53,1400,-204680.00,01 December 2015,01 April 2016,Rebalance
1056,ECLERX,899.97,867.87,1621,-52034.10,01 March 2016,01 April 2016,Rebalance
1057,GODFRYPHLP,1178.65,931.30,1237,-305971.95,01 March 2016,26 April 2016,Stop Loss
1058,RAJESHEXPO,706.30,550.55,2945,-458683.75,01 December 2015,25 April 2016,Stop Loss
1059,VTL,155.52,176.74,13375,283817.50,01 December 2015,02 May 2016,Rebalance
1060,SECURKLOUD,755.34,593.44,2329,-377079.07,01 April 2016,19 May 2016,Stop Loss
1061,TATAELXSI,1002.47,891.70,2075,-229847.75,01 December 2015,01 June 2016,Rebalance
1062,DISHMAN,161.88,152.15,12850,-124966.25,01 December 2015,01 June 2016,Rebalance
1063,JUBLPHARMA,358.40,363.05,4599,21385.35,01 February 2016,01 June 2016,Rebalance
1064,GAYAPROJ,119.39,111.31,12220,-98737.60,01 March 2016,01 June 2016,Rebalance
1065,ICIL,197.29,188.42,8917,-79093.79,01 April 2016,01 June 2016,Rebalance
1066,RAJESHEXPO,592.80,563.95,2888,-83318.80,02 May 2016,01 June 2016,Rebalance
1067,VAKRANGEE,106.83,84.43,13657,-305916.80,01 March 2016,08 June 2016,Stop Loss
1068,WELSPUNLIV,86.59,107.20,24022,495093.42,01 December 2015,01 July 2016,Rebalance
1069,ASHOKLEY,93.40,99.40,22271,133626.00,01 December 2015,01 July 2016,Rebalance
1070,CHENNPETRO,178.50,198.05,8173,159782.15,01 March 2016,01 July 2016,Rebalance
1071,KWALITY,115.80,109.75,15192,-91911.60,01 April 2016,01 July 2016,Rebalance
1072,TIDEWATER,1313.84,1106.66,1339,-277414.02,01 April 2016,01 July 2016,Rebalance
1073,AARTIIND,110.31,140.70,13225,401874.69,01 March 2016,01 August 2016,Rebalance
1074,TNPL,281.60,281.55,5847,-292.35,01 June 2016,01 August 2016,Rebalance
1075,MHRIL,183.33,188.73,8982,48502.80,01 June 2016,01 August 2016,Rebalance
1076,SECURKLOUD,686.19,699.77,2601,35308.58,01 July 2016,01 August 2016,Rebalance
1077,3MINDIA,11406.00,12873.60,182,267103.20,01 December 2015,01 September 2016,Rebalance
1078,HIMATSEIDE,243.60,258.65,7030,105801.50,02 May 2016,01 September 2016,Rebalance
1079,BALRAMCHIN,108.15,104.75,15835,-53839.00,02 May 2016,01 September 2016,Rebalance
1080,ATUL,1874.05,2178.85,878,267614.40,01 June 2016,01 September 2016,Rebalance
1081,GAYAPROJ,126.01,134.68,14167,122827.89,01 July 2016,01 September 2016,Rebalance
1082,WONDERLA,402.40,410.25,4436,34822.60,01 July 2016,01 September 2016,Rebalance
1083,YESBANK,272.97,254.05,6998,-132402.16,01 September 2016,03 October 2016,Rebalance
1084,KAJARIACER,600.05,638.35,2975,113942.50,01 July 2016,01 November 2016,Rebalance
1085,FINPIPE,94.06,91.46,18666,-48531.60,01 August 2016,01 November 2016,Rebalance
1086,TRENT,219.62,207.35,8698,-106680.97,01 September 2016,01 November 2016,Rebalance
1087,BIOCON,119.09,154.21,13827,485562.76,01 June 2016,01 December 2016,Rebalance(F)
1088,BAJAJFINSV,282.88,293.93,6207,68618.39,01 August 2016,01 December 2016,Rebalance(F)
1089,BAJFINANCE,560.38,914.20,3712,1313379.84,01 December 2015,01 December 2016,Rebalance(F)
1090,CANFINHOME,193.31,338.76,10760,1565042.00,01 December 2015,01 December 2016,Rebalance(F)
1091,CUB,123.64,112.77,14585,-158495.20,01 November 2016,01 December 2016,Rebalance(F)
1092,ESCORTS,406.90,318.95,4372,-384517.40,03 October 2016,01 December 2016,Rebalance(F)
1093,CHOLAFIN,196.19,192.39,8393,-31893.40,01 June 2016,01 December 2016,Rebalance(F)
1094,DCMSHRIRAM,221.45,217.35,8061,-33050.10,01 July 2016,01 December 2016,Rebalance(F)
1095,JSWSTEEL,168.97,167.64,10391,-13820.03,01 August 2016,01 December 2016,Rebalance(F)
1096,IGL,78.40,83.55,24365,125479.75,01 September 2016,01 December 2016,Rebalance(F)
1097,MUTHOOTFIN,363.40,301.90,5256,-323244.00,01 September 2016,01 December 2016,Rebalance(F)
1098,MANAPPURAM,72.00,74.25,24794,55786.50,01 July 2016,01 December 2016,Rebalance(F)
1099,MOTILALOFS,144.94,133.79,12442,-138728.30,01 November 2016,01 December 2016,Rebalance(F)
1100,PETRONET,123.70,190.75,11794,790787.70,01 March 2016,01 December 2016,Rebalance(F)
1101,RAMCOCEM,488.60,599.05,3370,372216.50,01 June 2016,01 December 2016,Rebalance(F)
1102,VGUARD,96.79,120.64,17013,405823.00,01 June 2016,01 December 2016,Rebalance(F)
1103,PEL,1827.30,1630.85,1045,-205290.25,01 September 2016,01 December 2016,Rebalance(F)
1104,VAKRANGEE,127.23,137.88,14174,150953.10,01 November 2016,01 December 2016,Rebalance(F)
1105,LAKSHVILAS,140.30,149.05,13615,119131.25,01 September 2016,01 December 2016,Rebalance(F)
1106,CAPF,750.10,552.30,2340,-462852.00,01 August 2016,01 December 2016,Rebalance(F)
1107,MOIL,184.30,181.23,10735,-33010.13,02 January 2017,01 February 2017,Rebalance
1108,BALRAMCHIN,130.25,144.05,15190,209622.00,02 January 2017,01 February 2017,Rebalance
1109,BALMLAWRIE,156.33,148.97,12656,-93232.53,02 January 2017,01 February 2017,Rebalance
1110,HINDZINC,259.55,318.20,7623,447088.95,02 January 2017,01 March 2017,Rebalance
1111,FINCABLES,404.40,441.10,4892,179536.40,02 January 2017,01 March 2017,Rebalance
1112,JSWSTEEL,163.43,189.80,12106,319235.22,02 January 2017,01 March 2017,Rebalance
1113,VAKRANGEE,137.28,157.73,14413,294745.85,02 January 2017,01 March 2017,Rebalance
1114,CUB,126.90,121.12,15817,-91501.35,01 February 2017,01 March 2017,Rebalance
1115,FLFL,195.50,272.40,11325,870892.50,01 March 2017,03 April 2017,Rebalance(R)
1116,YESBANK,228.93,307.77,8642,681335.28,02 January 2017,03 April 2017,Rebalance
1117,CCL,354.35,338.80,6248,-97156.40,01 March 2017,03 April 2017,Rebalance
1118,VEDL,220.95,241.85,8955,187159.50,02 January 2017,02 May 2017,Rebalance
1119,HINDALCO,158.85,200.25,12455,515637.00,02 January 2017,02 May 2017,Rebalance
1120,HINDPETRO,200.00,245.60,9893,451120.81,02 January 2017,02 May 2017,Rebalance
1121,MANAPPURAM,84.00,94.00,23895,238950.00,01 February 2017,02 May 2017,Rebalance
1122,VTL,256.92,265.22,7812,64839.60,01 February 2017,02 May 2017,Rebalance
1123,SWANENERGY,160.55,125.10,12324,-436885.80,02 January 2017,25 May 2017,Stop Loss
1124,BIOCON,158.66,159.48,12470,10181.76,02 January 2017,01 June 2017,Rebalance
1125,SHARDACROP,452.40,497.95,4373,199190.15,02 January 2017,01 June 2017,Rebalance
1126,GNFC,292.95,301.60,8945,77374.25,03 April 2017,01 June 2017,Rebalance
1127,SUNTV,923.95,803.70,2469,-296897.25,02 May 2017,01 June 2017,Rebalance
1128,GUJALKALI,463.70,415.60,4920,-236652.00,02 May 2017,01 June 2017,Rebalance
1129,VGUARD,116.61,174.45,16968,981480.02,02 January 2017,03 July 2017,Rebalance
1130,INDIANB,222.60,286.05,8888,563943.60,02 January 2017,03 July 2017,Rebalance
1131,SUDARSCHEM,353.00,379.40,7424,195993.60,03 April 2017,03 July 2017,Rebalance
1132,VIJAYABANK,80.45,72.30,28360,-231134.00,02 May 2017,03 July 2017,Rebalance
1133,RECLTD,142.05,129.34,14590,-185475.38,01 June 2017,03 July 2017,Rebalance
1134,JMFINANCIL,117.10,119.90,19484,54555.20,02 May 2017,01 August 2017,Rebalance
1135,VSTIND,338.55,274.24,7240,-465630.74,03 July 2017,01 August 2017,Rebalance
1136,LAKSHVILAS,202.80,180.65,12088,-267749.20,03 July 2017,01 August 2017,Rebalance
1137,SUNDRMFAST,287.65,404.15,6878,801287.00,02 January 2017,01 September 2017,Rebalance
1138,BIRLACORPN,889.80,966.75,2329,179216.55,01 June 2017,01 September 2017,Rebalance
1139,BAJAJFINSV,392.39,532.55,5642,790782.73,01 March 2017,03 October 2017,Rebalance(F)
1140,BALKRISIND,543.78,844.65,3638,1094583.25,02 January 2017,03 October 2017,Rebalance(F)
1141,ADANIENSOL,127.05,158.60,16313,514675.15,01 June 2017,03 October 2017,Rebalance(F)
1142,AVANTIFEED,474.57,750.65,4367,1205654.46,01 June 2017,03 October 2017,Rebalance(F)
1143,CANFINHOME,567.25,527.86,4022,-158426.58,02 May 2017,03 October 2017,Rebalance(F)
1144,ESCORTS,320.75,658.75,6168,2084784.00,02 January 2017,03 October 2017,Rebalance(F)
1145,CEATLTD,1865.00,1704.60,1314,-210765.60,03 July 2017,03 October 2017,Rebalance(F)
1146,IGL,91.95,147.55,21518,1196400.80,02 January 2017,03 October 2017,Rebalance(F)
1147,MRF,70859.50,63404.40,34,-253473.40,03 July 2017,03 October 2017,Rebalance(F)
1148,MGL,996.00,1082.60,2192,189827.20,01 August 2017,03 October 2017,Rebalance(F)
1149,MOTILALOFS,166.33,320.75,13311,2055551.18,01 March 2017,03 October 2017,Rebalance(F)
1150,UNOMINDA,73.39,140.42,35708,2393328.70,03 April 2017,03 October 2017,Rebalance(F)
1151,STLTECH,232.05,222.75,10842,-100830.60,01 September 2017,03 October 2017,Rebalance(F)
1152,TVSMOTOR,596.40,653.50,3661,209043.10,01 August 2017,03 October 2017,Rebalance(F)
