Sr no.,Stock Name,Entry Price,Exit Price,Qty,P&L,Entry Date,Exit Date,Exit Reason
1435,TRIDENT,53.85,60.30,156867,1011792.15,03 January 2022,01 February 2022,Rebalance(F)
1436,ECLERX,1858.23,1633.30,4545,-1022322.03,03 January 2022,01 February 2022,Rebalance(F)
1437,MINDTREE,4842.05,3983.70,1744,-1496962.40,03 January 2022,01 February 2022,Rebalance(F)
1438,BSE,935.25,890.55,8953,-400199.10,01 April 2022,02 May 2022,Rebalance(F)
1439,ANGELONE,1542.85,1812.70,5427,1464475.95,01 April 2022,02 May 2022,Rebalance(F)
1440,EASEMYTRIP,21.61,25.84,387453,1638199.72,01 April 2022,02 May 2022,Rebalance(F)
1441,GNFC,862.75,833.00,9705,-288723.75,01 April 2022,02 May 2022,Rebalance(F)
1442,FLUOROCHEM,2794.85,2729.15,2996,-196837.20,01 April 2022,02 May 2022,Rebalance(F)
1443,KPITTECH,608.25,537.45,13767,-974703.60,01 April 2022,02 May 2022,Rebalance(F)
1444,JSWENERGY,309.20,304.95,27082,-115098.50,01 April 2022,02 May 2022,Rebalance(F)
1445,KPRMILL,626.25,624.45,13371,-24067.80,01 April 2022,02 May 2022,Rebalance(F)
1446,PERSISTENT,2361.38,2073.65,3546,-1020272.85,01 April 2022,02 May 2022,Rebalance(F)
1447,MASTEK,3313.70,2861.75,2527,-1142077.65,01 April 2022,02 May 2022,Rebalance(F)
1448,RTNINDIA,47.50,41.95,176291,-978415.05,01 April 2022,02 May 2022,Rebalance(F)
1449,SRF,2621.85,2504.80,3193,-373740.65,01 April 2022,02 May 2022,Rebalance(F)
1450,RENUKA,36.35,55.85,230367,4492156.50,01 April 2022,02 May 2022,Rebalance(F)
1451,TTML,175.00,132.75,47850,-2021662.50,01 April 2022,02 May 2022,Rebalance(F)
1452,TATAELXSI,8912.80,7672.25,939,-1164876.45,01 April 2022,02 May 2022,Rebalance(F)
1453,TRIDENT,53.70,51.75,155937,-304077.15,01 April 2022,02 May 2022,Rebalance(F)
1454,BCG,102.15,79.80,81975,-1832141.25,01 April 2022,02 May 2022,Rebalance(F)
1455,POLYPLEX,2472.90,2679.60,3386,699886.20,01 April 2022,02 May 2022,Rebalance(F)
1456,JSLHISAR,392.65,343.10,21326,-1056703.30,01 April 2022,02 May 2022,Rebalance(F)
1457,SAREGAMA,481.62,429.25,17386,-910504.94,01 April 2022,02 May 2022,Rebalance(F)
1458,BSE,746.65,600.05,10913,-1599845.80,01 June 2022,01 July 2022,Rebalance(F)
1459,BORORENEW,675.45,605.80,12063,-840187.95,01 June 2022,01 July 2022,Rebalance(F)
1460,CGPOWER,185.30,190.45,43973,226460.95,01 June 2022,01 July 2022,Rebalance(F)
1461,BDL,406.65,333.60,20037,-1463702.85,01 June 2022,01 July 2022,Rebalance(F)
1462,EASEMYTRIP,23.72,25.02,343541,445529.73,01 June 2022,01 July 2022,Rebalance(F)
1463,HAL,946.68,868.10,8607,-676295.03,01 June 2022,01 July 2022,Rebalance(F)
1464,FLUOROCHEM,2912.00,2762.15,2798,-419280.30,01 June 2022,01 July 2022,Rebalance(F)
1465,KPITTECH,543.70,499.35,14986,-664629.10,01 June 2022,01 July 2022,Rebalance(F)
1466,SCHAEFFLER,2401.05,2259.05,3393,-481806.00,01 June 2022,01 July 2022,Rebalance(F)
1467,SOLARINDS,2620.65,2722.85,3109,317739.80,01 June 2022,01 July 2022,Rebalance(F)
1468,RTNINDIA,54.15,41.65,150477,-1880962.50,01 June 2022,01 July 2022,Rebalance(F)
1469,SRF,2397.45,2161.65,3398,-801248.40,01 June 2022,01 July 2022,Rebalance(F)
1470,RHIM,595.15,503.45,13691,-1255464.70,01 June 2022,01 July 2022,Rebalance(F)
1471,RENUKA,52.30,45.70,155800,-1028280.00,01 June 2022,01 July 2022,Rebalance(F)
1472,TIMKEN,2672.30,2472.85,3049,-608123.05,01 June 2022,01 July 2022,Rebalance(F)
1473,TATAPOWER,232.75,207.00,35009,-901481.75,01 June 2022,01 July 2022,Rebalance(F)
1474,TATAELXSI,8606.00,8152.05,946,-429436.70,01 June 2022,01 July 2022,Rebalance(F)
1475,TRIDENT,47.20,38.10,172634,-1570969.40,01 June 2022,01 July 2022,Rebalance(F)
1476,POLYPLEX,2549.60,2228.60,3195,-1025595.00,01 June 2022,01 July 2022,Rebalance(F)
1477,ALLCARGO,83.73,67.16,97323,-1611912.19,01 June 2022,01 July 2022,Rebalance(F)
1478,LINDEINDIA,3678.20,3387.70,1994,-579257.00,01 August 2022,01 September 2022,Rebalance
1479,INOXLEISUR,595.90,507.25,12308,-1091104.20,01 August 2022,01 September 2022,Rebalance
1480,ABB,3403.70,2994.80,1912,-781816.80,01 September 2022,03 October 2022,Rebalance(F)
1481,ADANIENSOL,3261.75,3123.65,2248,-310448.80,01 August 2022,03 October 2022,Rebalance(F)
1482,ATGL,3217.65,3100.80,2279,-266301.15,01 August 2022,03 October 2022,Rebalance(F)
1483,ADANIGREEN,2273.70,2074.05,3225,-643871.25,01 August 2022,03 October 2022,Rebalance(F)
1484,ADANIENT,2660.15,3157.30,2757,1370642.55,01 August 2022,03 October 2022,Rebalance(F)
1485,CGPOWER,224.75,229.60,32635,158279.75,01 August 2022,03 October 2022,Rebalance(F)
1486,BDL,410.60,437.95,17863,488553.05,01 August 2022,03 October 2022,Rebalance(F)
1487,FINEORG,5515.40,6632.15,1329,1484160.75,01 August 2022,03 October 2022,Rebalance(F)
1488,ELGIEQUIP,492.35,422.80,13222,-919590.10,01 September 2022,03 October 2022,Rebalance(F)
1489,HAL,1014.60,1145.80,7229,948444.80,01 August 2022,03 October 2022,Rebalance(F)
1490,FLUOROCHEM,3245.95,3979.20,2259,1656411.75,01 August 2022,03 October 2022,Rebalance(F)
1491,INDHOTEL,270.45,336.85,27121,1800834.40,01 August 2022,03 October 2022,Rebalance(F)
1492,M&M,1237.75,1251.35,5925,80580.00,01 August 2022,03 October 2022,Rebalance(F)
1493,SCHAEFFLER,2833.10,3186.00,2589,913658.10,01 August 2022,03 October 2022,Rebalance(F)
1494,TIMKEN,2985.05,3092.15,2457,263144.70,01 August 2022,03 October 2022,Rebalance(F)
1495,TATAPOWER,230.35,213.15,31842,-547682.40,01 August 2022,03 October 2022,Rebalance(F)
1496,TATAELXSI,8720.60,8312.50,841,-343212.10,01 August 2022,03 October 2022,Rebalance(F)
1497,TVSMOTOR,926.65,995.50,7915,544947.75,01 August 2022,03 October 2022,Rebalance(F)
1498,VBL,185.22,214.04,39601,1141300.84,01 August 2022,03 October 2022,Rebalance(F)
1499,TIINDIA,2023.00,2699.45,3625,2452131.25,01 August 2022,03 October 2022,Rebalance(F)
1500,SCHAEFFLER,2807.85,2772.70,2751,-96697.65,01 November 2022,01 December 2022,Rebalance
1501,ELGIEQUIP,490.05,486.25,15765,-59907.00,01 November 2022,01 December 2022,Rebalance
1502,KPITTECH,717.35,712.50,10770,-52234.50,01 November 2022,01 December 2022,Rebalance
1503,FLUOROCHEM,3706.05,3482.40,2084,-466086.60,01 November 2022,01 December 2022,Rebalance
1504,ABB,3152.15,2993.85,2450,-387835.00,01 November 2022,01 December 2022,Rebalance
1505,ATGL,3681.20,3550.60,2098,-273998.80,01 November 2022,02 January 2023,Rebalance(F)
1506,ADANIENT,3575.70,3841.20,2160,573480.00,01 November 2022,02 January 2023,Rebalance(F)
1507,BDL,484.18,472.45,15956,-187084.10,01 November 2022,02 January 2023,Rebalance(F)
1508,BANKBARODA,171.75,186.25,43758,634491.00,01 December 2022,02 January 2023,Rebalance(F)
1509,DEEPAKFERT,923.05,708.10,8369,-1798916.55,01 November 2022,02 January 2023,Rebalance(F)
1510,COCHINSHIP,335.00,264.98,22434,-1570940.85,01 December 2022,02 January 2023,Rebalance(F)
1511,CUMMINSIND,1348.20,1385.65,5730,214588.50,01 November 2022,02 January 2023,Rebalance(F)
1512,GESHIP,553.95,676.35,13946,1706990.40,01 November 2022,02 January 2023,Rebalance(F)
1513,HAL,1265.68,1270.25,6104,27925.80,01 November 2022,02 January 2023,Rebalance(F)
1514,ITC,321.21,314.88,23397,-148103.01,01 December 2022,02 January 2023,Rebalance(F)
1515,IRFC,34.20,32.90,219752,-285677.60,01 December 2022,02 January 2023,Rebalance(F)
1516,KARURVYSYA,99.75,110.60,77452,840354.20,01 November 2022,02 January 2023,Rebalance(F)
1517,MAZDOCK,319.05,394.08,24215,1816730.38,01 November 2022,02 January 2023,Rebalance(F)
1518,RVNL,75.05,68.55,100140,-650910.00,01 December 2022,02 January 2023,Rebalance(F)
1519,RAYMOND,1205.35,1499.45,6409,1884886.90,01 November 2022,02 January 2023,Rebalance(F)
1520,RHIM,637.25,870.35,12123,2825871.30,01 November 2022,02 January 2023,Rebalance(F)
1521,TVSMOTOR,1138.00,1073.05,6789,-440945.55,01 November 2022,02 January 2023,Rebalance(F)
1522,VBL,221.40,266.62,34895,1577951.92,01 November 2022,02 January 2023,Rebalance(F)
1523,SHOPERSTOP,762.40,714.60,10133,-484357.40,01 November 2022,02 January 2023,Rebalance(F)
1524,TIINDIA,2797.80,2785.30,2761,-34512.50,01 November 2022,02 January 2023,Rebalance(F)
1525,AIAENG,2954.80,2777.60,2702,-478794.40,03 April 2023,02 May 2023,Rebalance
1526,GESHIP,645.80,668.40,12363,279403.80,03 April 2023,02 May 2023,Rebalance
1527,BLS,165.65,183.75,48198,872383.80,03 April 2023,01 June 2023,Rebalance
1528,INDIANB,290.15,274.90,27517,-419634.25,03 April 2023,01 June 2023,Rebalance
1529,KSB,436.53,420.03,18290,-301785.00,03 April 2023,01 June 2023,Rebalance
1530,VBL,282.89,327.34,28223,1254512.37,03 April 2023,03 July 2023,Rebalance
1531,TVSMOTOR,1084.75,1318.35,7360,1719296.00,03 April 2023,03 July 2023,Rebalance
1532,CIEINDIA,361.10,497.85,22110,3023542.50,03 April 2023,01 August 2023,Rebalance
1533,ABB,3373.75,4519.65,2366,2711199.40,03 April 2023,01 August 2023,Rebalance
1534,CUMMINSIND,1600.20,1927.25,4928,1611702.40,02 May 2023,01 August 2023,Rebalance
1535,HAL,1356.20,1970.88,5887,3618591.73,03 April 2023,01 September 2023,Rebalance
1536,KARURVYSYA,99.85,121.75,79961,1751145.90,03 April 2023,01 September 2023,Rebalance
1537,ITC,358.44,417.23,22274,1309488.46,03 April 2023,01 September 2023,Rebalance
1538,APOLLOTYRE,322.80,384.75,24734,1532271.30,03 April 2023,01 September 2023,Rebalance
1539,APARINDS,2599.50,5496.10,3071,8895458.60,03 April 2023,03 October 2023,Rebalance(F)
1540,CGPOWER,388.55,444.35,20678,1153832.40,01 June 2023,03 October 2023,Rebalance(F)
1541,DATAPATTNS,1424.40,2125.30,5605,3928544.50,03 April 2023,03 October 2023,Rebalance(F)
1542,FINCABLES,816.70,1100.35,9776,2772962.40,03 April 2023,03 October 2023,Rebalance(F)
1543,FACT,350.45,532.20,22505,4090283.75,02 May 2023,03 October 2023,Rebalance(F)
1544,JSL,292.50,495.55,27469,5577580.45,01 June 2023,03 October 2023,Rebalance(F)
1545,IRFC,55.75,76.60,180035,3753729.75,01 September 2023,03 October 2023,Rebalance(F)
1546,IDFCFIRSTB,81.95,94.15,115572,1409978.40,03 July 2023,03 October 2023,Rebalance(F)
1547,JBMA,696.15,661.00,13605,-478215.75,03 July 2023,03 October 2023,Rebalance(F)
1548,KALYANKJIL,245.50,229.65,40883,-647995.55,01 September 2023,03 October 2023,Rebalance(F)
1549,KPITTECH,1100.30,1130.00,7302,216869.40,01 June 2023,03 October 2023,Rebalance(F)
1550,MAZDOCK,328.55,1094.03,24301,18601807.98,03 April 2023,03 October 2023,Rebalance(F)
1551,POLYCAB,4630.20,5373.25,2246,1668890.30,01 August 2023,03 October 2023,Rebalance(F)
1552,PFC,207.08,250.95,50219,2203107.38,01 August 2023,03 October 2023,Rebalance(F)
1553,NCC,106.95,160.60,74653,4005133.45,03 April 2023,03 October 2023,Rebalance(F)
1554,RVNL,75.35,172.50,105960,10294014.00,03 April 2023,03 October 2023,Rebalance(F)
1555,RECLTD,200.00,291.80,51997,4773324.60,01 August 2023,03 October 2023,Rebalance(F)
1556,UCOBANK,26.00,44.75,307082,5757787.50,03 April 2023,03 October 2023,Rebalance(F)
1557,SUPREMEIND,4395.75,4015.60,2283,-867882.45,01 September 2023,03 October 2023,Rebalance(F)
1558,ZENSARTECH,533.90,529.60,18799,-80835.70,01 September 2023,03 October 2023,Rebalance(F)
1559,FACT,730.25,821.50,17473,1594411.25,01 December 2023,01 January 2024,Rebalance
1560,SAFARI,2205.38,1889.05,5785,-1829940.13,01 December 2023,01 January 2024,Rebalance
1561,MEDANTA,970.00,951.35,13154,-245322.10,01 December 2023,01 January 2024,Rebalance
1562,POLYCAB,5234.55,3878.45,2437,-3304815.70,01 December 2023,11 January 2024,Stop Loss
1563,JSL,517.10,564.60,24675,1172062.50,01 December 2023,01 February 2024,Rebalance
1564,KALYANKJIL,334.85,334.05,38105,-30484.00,01 December 2023,01 February 2024,Rebalance
1565,SONATSOFTW,684.43,764.65,18642,1495554.45,01 December 2023,01 February 2024,Rebalance
1566,CYIENT,1998.45,1939.15,6384,-378571.20,01 December 2023,01 February 2024,Rebalance
1567,ZENSARTECH,535.05,566.60,23847,752372.85,01 December 2023,01 February 2024,Rebalance
1568,RVNL,297.55,229.60,42714,-2902416.30,01 February 2024,12 February 2024,Stop Loss
1569,JINDALSAW,235.35,244.90,54215,517753.25,01 December 2023,01 March 2024,Rebalance
1570,APARINDS,5531.00,6302.45,2306,1778963.70,01 December 2023,01 March 2024,Rebalance
1571,AUROPHARMA,1033.75,1026.40,12343,-90721.05,01 December 2023,01 March 2024,Rebalance
1572,JYOTHYLAB,444.05,452.45,28734,241365.60,01 December 2023,01 March 2024,Rebalance
1573,NLCINDIA,250.20,220.85,50380,-1478653.00,01 January 2024,01 March 2024,Rebalance
1574,BSE,2498.65,1956.65,5106,-2767452.00,01 December 2023,19 March 2024,Stop Loss
1575,HUDCO,205.90,164.15,61727,-2577102.25,01 February 2024,13 March 2024,Stop Loss
1576,NBCC,94.43,73.73,134589,-2785992.38,01 February 2024,13 March 2024,Stop Loss
1577,SJVN,127.55,101.20,99645,-2625645.75,01 February 2024,13 March 2024,Stop Loss
1578,TATAINVEST,7644.85,5961.55,1622,-2730312.60,01 March 2024,22 March 2024,Stop Loss
1579,KAYNES,2434.50,2788.15,5241,1853479.65,01 December 2023,01 April 2024,Rebalance
1580,JBMA,623.65,919.90,20459,6060978.75,01 December 2023,01 April 2024,Rebalance
1581,OLECTRA,1727.55,1914.95,7357,1378701.80,01 February 2024,01 April 2024,Rebalance
1582,ADANIGREEN,1969.55,1888.30,6297,-511631.25,01 March 2024,01 April 2024,Rebalance
1583,IRCON,227.50,251.40,54516,1302932.40,01 March 2024,02 May 2024,Rebalance
1584,LUPIN,1624.55,1583.95,7634,-309940.40,01 March 2024,03 June 2024,Rebalance
1585,SCHNEIDER,778.10,719.70,15595,-910748.00,01 April 2024,03 June 2024,Rebalance
1586,ACE,1606.40,1450.10,7554,-1180690.20,01 April 2024,03 June 2024,Rebalance
1587,ETERNAL,184.50,175.45,65772,-595236.60,01 April 2024,03 June 2024,Rebalance
1588,TITAGARH,1492.50,1120.10,7673,-2857425.20,03 June 2024,05 June 2024,Stop Loss
1589,MRPL,229.15,215.92,54123,-716047.29,01 March 2024,01 July 2024,Rebalance
1590,TATAMTRDVR,525.95,783.55,23966,6173641.60,01 January 2024,01 August 2024,Rebalance
1591,JWL,647.20,599.75,17695,-839627.75,03 June 2024,01 August 2024,Rebalance
1592,MAZDOCK,1628.80,2553.83,7031,6503850.78,03 June 2024,01 August 2024,Rebalance
1593,GRSE,2306.50,1776.05,4397,-2332388.65,01 July 2024,20 August 2024,Stop Loss
1594,RECLTD,374.00,617.15,34116,8295305.40,01 December 2023,02 September 2024,Rebalance
1595,PFC,365.15,547.15,34943,6359626.00,01 December 2023,02 September 2024,Rebalance
1596,HBLPOWER,458.65,636.30,26458,4700263.70,01 April 2024,02 September 2024,Rebalance
1597,SUZLON,39.40,80.05,323850,13164502.50,01 December 2023,30 September 2024,EOP
1598,TRENT,2807.70,7574.65,4544,21661020.80,01 December 2023,30 September 2024,EOP
1599,IRFC,100.40,158.72,125549,7322017.68,01 January 2024,30 September 2024,EOP
1600,COCHINSHIP,911.55,1740.35,13943,11555958.40,01 February 2024,30 September 2024,EOP
1601,BHEL,235.30,279.70,52708,2340235.20,01 March 2024,30 September 2024,EOP
1602,JAIBALAJI,189.45,209.95,64054,1313107.00,01 April 2024,30 September 2024,EOP
1603,ANANDRATHI,1810.25,1962.70,6703,1021872.35,01 April 2024,30 September 2024,EOP
1604,BSE,2709.90,3684.65,4478,4364930.50,01 April 2024,30 September 2024,EOP
1605,INOXWIND,131.18,237.48,92510,9834275.55,01 April 2024,30 September 2024,EOP
1606,HUDCO,200.90,241.80,60403,2470482.70,01 April 2024,30 September 2024,EOP
1607,KALYANKJIL,411.80,730.25,33288,10600563.60,02 May 2024,30 September 2024,EOP
1608,HAL,5273.65,4420.65,2171,-1851863.00,03 June 2024,30 September 2024,EOP
1609,DIXON,12446.45,13802.95,814,1104191.00,01 July 2024,30 September 2024,EOP
1610,RVNL,595.50,531.45,26509,-1697901.45,01 August 2024,30 September 2024,EOP
1611,OIL,599.05,580.65,26352,-484876.80,01 August 2024,30 September 2024,EOP
1612,OFSS,10910.90,11458.70,1446,792118.80,01 August 2024,30 September 2024,EOP
1613,BAJAJ-AUTO,11126.10,12345.95,1456,1776101.60,02 September 2024,30 September 2024,EOP
1614,MCX,5165.75,5660.30,3137,1551403.35,02 September 2024,30 September 2024,EOP
1615,NBCC,125.06,119.53,129593,-716217.33,02 September 2024,30 September 2024,EOP
1616,MOTILALOFS,751.95,762.10,21553,218762.95,02 September 2024,30 September 2024,EOP


Sr no.,Date,Unrealised PL,Realised PL,Total PL
0,01 January 2001,0.00,0.00,0.00
1,01 February 2001,0.00,0.00,0.00
2,01 March 2001,0.00,65450.22,65450.22
3,01 April 2001,0.00,65450.22,65450.22
4,01 May 2001,0.00,65450.22,65450.22
5,01 June 2001,0.00,93158.45,93158.45
6,01 July 2001,0.00,93158.45,93158.45
7,01 August 2001,0.00,93158.45,93158.45
8,01 September 2001,0.00,93158.45,93158.45
9,01 October 2001,0.00,93158.45,93158.45
10,01 November 2001,0.00,93158.45,93158.45
11,01 December 2001,47029.06,74435.72,121464.78
12,01 January 2002,0.00,38054.14,38054.14
13,01 February 2002,0.00,38054.14,38054.14
14,01 March 2002,115030.66,31827.64,146858.30
15,01 April 2002,170753.13,34198.15,204951.28
16,01 May 2002,0.00,284400.34,284400.34
17,01 June 2002,0.00,284400.34,284400.34
18,01 July 2002,0.00,284400.34,284400.34
19,01 August 2002,0.00,79744.90,79744.90
20,01 September 2002,0.00,79744.90,79744.90
21,01 October 2002,0.00,-34476.33,-34476.33
22,01 November 2002,0.00,-34476.33,-34476.33
23,01 December 2002,83085.64,-35681.83,47403.81
24,01 January 2003,113279.52,-25476.54,87802.98
25,01 February 2003,0.00,112816.33,112816.33
26,01 March 2003,0.00,112816.33,112816.33
27,01 April 2003,0.00,30559.17,30559.17
28,01 May 2003,0.00,30559.17,30559.17
29,01 June 2003,0.00,30559.17,30559.17
30,01 July 2003,117827.08,29215.09,147042.17
31,01 August 2003,167244.45,40465.50,207709.96
32,01 September 2003,265754.85,94484.08,360238.94
33,01 October 2003,302037.60,97357.54,399395.14
34,01 November 2003,366243.59,102705.81,468949.39
35,01 December 2003,501641.98,153787.80,655429.78
36,01 January 2004,770217.97,164563.86,934781.83
37,01 February 2004,0.00,711397.05,711397.05
38,01 March 2004,0.00,711397.05,711397.05
39,01 April 2004,49196.50,661542.31,710738.81
40,01 May 2004,0.00,722689.43,722689.43
41,01 June 2004,0.00,722689.43,722689.43
42,01 July 2004,0.00,722689.43,722689.43
43,01 August 2004,217864.75,722689.43,940554.18
44,01 September 2004,307145.01,723643.56,1030788.57
45,01 October 2004,365206.27,788642.78,1153849.05
46,01 November 2004,509164.01,772847.94,1282011.95
47,01 December 2004,477040.57,951170.19,1428210.76
48,01 January 2005,938124.95,989704.94,1927829.89
49,01 February 2005,829168.82,1143975.16,1973143.98
50,01 March 2005,890571.86,1163500.16,2054072.01
51,01 April 2005,1017997.47,1126174.64,2144172.11
52,01 May 2005,0.00,2101890.27,2101890.27
53,01 June 2005,0.00,2101890.27,2101890.27
54,01 July 2005,12887.81,2052259.31,2065147.12
55,01 August 2005,394966.83,2075244.00,2470210.84
56,01 September 2005,1016684.06,2142759.40,3159443.46
57,01 October 2005,1241878.56,2176655.92,3418534.48
58,01 November 2005,0.00,2907232.66,2907232.66
59,01 December 2005,0.00,2907232.66,2907232.66
60,01 January 2006,267102.02,2907232.66,3174334.68
61,01 February 2006,696873.83,2891185.69,3588059.52
62,01 March 2006,946053.83,2895305.89,3841359.72
63,01 April 2006,1357711.03,3086858.29,4444569.33
64,01 May 2006,1910151.42,3443777.57,5353928.99
65,01 June 2006,0.00,5264754.76,5264754.76
66,01 July 2006,0.00,5264754.76,5264754.76
67,01 August 2006,-63700.01,4853897.43,4790197.42
68,01 September 2006,724486.17,4868607.58,5593093.75
69,01 October 2006,1319798.37,4858114.78,6177913.15
70,01 November 2006,1693009.00,5032766.63,6725775.63
71,01 December 2006,1904341.80,5318614.18,7222955.97
72,01 January 2007,1861119.28,5259753.41,7120872.69
73,01 February 2007,1642891.58,5511854.87,7154746.45
74,01 March 2007,0.00,6004210.93,6004210.93
75,01 April 2007,0.00,6004210.93,6004210.93
76,01 May 2007,0.00,6004210.93,6004210.93
77,01 June 2007,457375.34,5916474.52,6373849.86
78,01 July 2007,1048737.82,6016903.46,7065641.28
79,01 August 2007,0.00,6977972.58,6977972.58
80,01 September 2007,0.00,6977972.58,6977972.58
81,01 October 2007,1270094.35,6980944.82,8251039.16
82,01 November 2007,3880623.73,7005216.94,10885840.66
83,01 December 2007,5070734.33,7043113.15,12113847.47
84,01 January 2008,6011610.91,7454980.35,13466591.25
85,01 February 2008,0.00,10535844.48,10535844.48
86,01 March 2008,0.00,10535844.48,10535844.48
87,01 April 2008,0.00,10535844.48,10535844.48
88,01 May 2008,0.00,10535844.48,10535844.48
89,01 June 2008,0.00,9527617.10,9527617.10
90,01 July 2008,0.00,9527617.10,9527617.10
91,01 August 2008,0.00,9527617.10,9527617.10
92,01 September 2008,0.00,9350306.03,9350306.03
93,01 October 2008,0.00,9350306.03,9350306.03
94,01 November 2008,0.00,9350306.03,9350306.03
95,01 December 2008,0.00,9350306.03,9350306.03
96,01 January 2009,0.00,9350306.03,9350306.03
97,01 February 2009,0.00,8926786.02,8926786.02
98,01 March 2009,0.00,8926786.02,8926786.02
99,01 April 2009,0.00,8926786.02,8926786.02
100,01 May 2009,814910.94,8958455.78,9773366.73
101,01 June 2009,1310932.35,9825369.49,11136301.84
102,01 July 2009,1377180.72,9538256.54,10915437.26
103,01 August 2009,3251393.47,9364394.02,12615787.49
104,01 September 2009,2790489.71,9839551.69,12630041.40
105,01 October 2009,4000146.77,9915282.45,13915429.21
106,01 November 2009,0.00,13077096.94,13077096.94
107,01 December 2009,0.00,13077096.94,13077096.94
108,01 January 2010,836534.18,13132689.49,13969223.67
109,01 February 2010,0.00,13381957.80,13381957.80
110,01 March 2010,0.00,13381957.80,13381957.80
111,01 April 2010,643574.69,13363538.52,14007113.21
112,01 May 2010,0.00,14491560.89,14491560.89
113,01 June 2010,0.00,14491560.89,14491560.89
114,01 July 2010,0.00,14491560.89,14491560.89
115,01 August 2010,1323091.29,14413627.34,15736718.62
116,01 September 2010,1884276.21,14323978.90,16208255.11
117,01 October 2010,4242182.68,14340847.30,18583029.98
118,01 November 2010,4032837.79,14632068.98,18664906.77
119,01 December 2010,0.00,17665463.94,17665463.94
120,01 January 2011,0.00,17665463.94,17665463.94
121,01 February 2011,0.00,15386010.67,15386010.67
122,01 March 2011,0.00,15386010.67,15386010.67
123,01 April 2011,1430985.17,15419433.88,16850419.04
124,01 May 2011,0.00,17135805.17,17135805.17
125,01 June 2011,0.00,17135805.17,17135805.17
126,01 July 2011,626502.54,17135805.17,17762307.71
127,01 August 2011,0.00,19006708.52,19006708.52
128,01 September 2011,0.00,19006708.52,19006708.52
129,01 October 2011,0.00,19006708.52,19006708.52
130,01 November 2011,0.00,19006708.52,19006708.52
131,01 December 2011,0.00,17504721.51,17504721.51
132,01 January 2012,0.00,17504721.51,17504721.51
133,01 February 2012,0.00,17504721.51,17504721.51
134,01 March 2012,1561764.37,17287616.25,18849380.62
135,01 April 2012,3115099.59,17283338.25,20398437.84
136,01 May 2012,0.00,21281999.48,21281999.48
137,01 June 2012,0.00,21281999.48,21281999.48
138,01 July 2012,0.00,21281999.48,21281999.48
139,01 August 2012,394067.42,21002085.88,21396153.30
140,01 September 2012,0.00,22437187.76,22437187.76
141,01 October 2012,0.00,22437187.76,22437187.76
142,01 November 2012,0.00,22687186.67,22687186.67
143,01 December 2012,0.00,22687186.67,22687186.67
144,01 January 2013,136481.91,22687186.67,22823668.58
145,01 February 2013,0.00,22422715.71,22422715.71
146,01 March 2013,0.00,22422715.71,22422715.71
147,01 April 2013,0.00,22422715.71,22422715.71
148,01 May 2013,0.00,22422715.71,22422715.71
149,01 June 2013,0.00,23150697.89,23150697.89
150,01 July 2013,0.00,23150697.89,23150697.89
151,01 August 2013,0.00,21966444.56,21966444.56
152,01 September 2013,0.00,21966444.56,21966444.56
153,01 October 2013,1360417.93,21970029.73,23330447.66
154,01 November 2013,3167801.30,21589700.01,24757501.31
155,01 December 2013,3975793.89,21762592.62,25738386.50
156,01 January 2014,5066684.68,21758223.62,26824908.30
157,01 February 2014,0.00,26027529.91,26027529.91
158,01 March 2014,0.00,26027529.91,26027529.91
159,01 April 2014,103572.14,25103631.92,25207204.06
160,01 May 2014,2054993.10,25103631.92,27158625.02
161,01 June 2014,3666466.75,25717769.43,29384236.18
162,01 July 2014,6361394.94,27498962.06,33860356.99
163,01 August 2014,0.00,33334061.19,33334061.19
164,01 September 2014,0.00,33334061.19,33334061.19
165,01 October 2014,0.00,36522388.67,36522388.67
166,01 November 2014,0.00,36522388.67,36522388.67
167,01 December 2014,2308882.96,36522388.67,38831271.62
168,01 January 2015,3678205.13,36195407.64,39873612.77
169,01 February 2015,5478019.29,36582511.32,42060530.61
170,01 March 2015,6047348.17,36827323.37,42874671.54
171,01 April 2015,6519118.59,37309118.15,43828236.75
172,01 May 2015,0.00,42363387.56,42363387.56
173,01 June 2015,0.00,42363387.56,42363387.56
174,01 July 2015,685048.77,41374582.30,42059631.07
175,01 August 2015,4286029.55,40712073.64,44998103.19
176,01 September 2015,0.00,40619677.61,40619677.61
177,01 October 2015,0.00,40619677.61,40619677.61
178,01 November 2015,0.00,40602628.78,40602628.78
179,01 December 2015,0.00,40602628.78,40602628.78
180,01 January 2016,1012352.14,40602050.17,41614402.32
181,01 February 2016,-375045.74,38443747.25,38068701.51
182,01 March 2016,-559128.13,35196726.32,34637598.19
183,01 April 2016,1655591.47,35154751.71,36810343.19
184,01 May 2016,3045772.21,34673913.52,37719685.73
185,01 June 2016,2167928.24,33702255.60,35870183.85
186,01 July 2016,3154031.85,33815514.75,36969546.60
187,01 August 2016,6378950.33,34300908.46,40679858.79
188,01 September 2016,6114183.25,35045239.05,41159422.31
189,01 October 2016,7317855.00,34912836.89,42230691.89
190,01 November 2016,8344671.56,34871566.82,43216238.38
191,01 December 2016,0.00,38572456.93,38572456.93
192,01 January 2017,0.00,38572456.93,38572456.93
193,01 February 2017,5052375.44,38655836.28,43708211.71
194,01 March 2017,5595955.53,39804941.35,45400896.88
195,01 April 2017,7371126.67,41260012.73,48631139.40
